,precision,recall,f1-score,support
1 sao,0.8509777478084963,0.9741412582014666,0.9084038150080979,2591.0
2 sao,0.0,0.0,0.0,240.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.6759425493716338,0.8911242603550296,0.7687595712098009,845.0
accuracy,0.803186274509804,0.803186274509804,0.803186274509804,0.803186274509804
macro avg,0.30538405943602603,0.37305310371129924,0.3354326772435797,4080.0
weighted avg,0.6804055879389326,0.803186274509804,0.7360970888132998,4080.0
