,precision,recall,f1-score,support
1 sao,0.8579272477693891,0.9652509652509652,0.9084302325581395,2590.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.6606529209621993,0.9100591715976332,0.7655550024888004,845.0
accuracy,0.8012254901960785,0.8012254901960785,0.8012254901960785,0.8012254901960785
macro avg,0.30371603374631767,0.3750620273697197,0.33479704700938795,4080.0
weighted avg,0.6814419828273962,0.8012254901960785,0.7352275194677984,4080.0
