epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.7149859070777893,1.4177652597427368,0.781862735748291,0.9217457175254822,0.0010000000474974513
1,0.7832986116409302,0.8443184494972229,0.7933823466300964,0.7602664828300476,0.0010000000474974513
2,0.7950006127357483,0.7345544099807739,0.8058823347091675,0.6706188917160034,0.0010000000474974513
3,0.8062124848365784,0.672191321849823,0.8058823347091675,0.6676080226898193,0.0010000000474974513
4,0.8119715452194214,0.6349015831947327,0.8066176176071167,0.6424359679222107,0.0010000000474974513
5,0.8166278600692749,0.6101604700088501,0.7990196347236633,0.6704840660095215,0.0010000000474974513
6,0.8224482536315918,0.5801228880882263,0.8061274290084839,0.6536157131195068,0.0010000000474974513
7,0.8255728483200073,0.5613347291946411,0.8181372284889221,0.6067103743553162,0.0005000000237487257
8,0.8295552134513855,0.5410870313644409,0.8186274766921997,0.6110249757766724,0.0005000000237487257
9,0.8323122262954712,0.530010461807251,0.8208333253860474,0.6209567189216614,0.0005000000237487257
