epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.7296900153160095,1.4231332540512085,0.7879902124404907,0.9307433366775513,0.0010000000474974513
1,0.7846465110778809,0.8543713688850403,0.7688725590705872,0.7848580479621887,0.0010000000474974513
2,0.7983703017234802,0.735228955745697,0.8007352948188782,0.6889946460723877,0.0010000000474974513
3,0.8085406422615051,0.6782371997833252,0.8007352948188782,0.6679105162620544,0.0010000000474974513
4,0.8131356239318848,0.636573314666748,0.8068627715110779,0.6361218094825745,0.0010000000474974513
5,0.8168116807937622,0.6121824383735657,0.8071078658103943,0.6401711702346802,0.0010000000474974513
6,0.8207327723503113,0.5843514204025269,0.8102940917015076,0.6350837349891663,0.0010000000474974513
7,0.8257566690444946,0.5633041262626648,0.8110294342041016,0.6279708743095398,0.0010000000474974513
8,0.8272270560264587,0.5413908958435059,0.8139705657958984,0.621726393699646,0.0010000000474974513
9,0.8328636288642883,0.5218560099601746,0.8098039031028748,0.6418436169624329,0.0010000000474974513
