,precision,recall,f1-score,support
1 sao,0.8597146739130435,0.9768429177923582,0.9145438121047877,2591.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.6754617414248021,0.9088757396449704,0.7749747729566094,845.0
accuracy,0.8083802989463367,0.8083802989463367,0.8083802989463367,0.8083802989463367
macro avg,0.3070352830675691,0.3771437314874657,0.33790371701227945,4081.0
weighted avg,0.685686324825448,0.8083802989463367,0.7411018623650675,4081.0
