epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.6391152739524841,1.726145625114441,0.7924528121948242,1.1225173473358154,0.0010000000474974513
1,0.7857974171638489,0.9747166037559509,0.8064199686050415,0.8586376309394836,0.0010000000474974513
2,0.8071809411048889,0.7544312477111816,0.8083803057670593,0.7740368247032166,0.0010000000474974513
3,0.8173518776893616,0.6413745880126953,0.8061749339103699,0.794423520565033,0.0010000000474974513
4,0.8264812231063843,0.561159610748291,0.7848566770553589,0.8780941367149353,0.0010000000474974513
5,0.8387966156005859,0.50108402967453,0.7868169546127319,0.8948538899421692,0.0005000000237487257
