epoch,accuracy,loss,mse,val_accuracy,val_loss,val_mse,learning_rate
0,0.17014889419078827,2.616689682006836,3.294874906539917,0.1585395783185959,1.9747451543807983,1.9747451543807983,0.0010000000474974513
1,0.1931254267692566,2.9340572357177734,3.5860040187835693,0.04043126851320267,3.692601203918457,3.692601203918457,0.0010000000474974513
2,0.10140310227870941,2.9682493209838867,4.366342067718506,0.0406763032078743,4.442499160766602,4.442499160766602,0.0010000000474974513
3,0.07223822176456451,2.6069648265838623,3.971104145050049,0.0406763032078743,4.391234874725342,4.391234874725342,0.0005000000237487257
