epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.704552412033081,1.4824851751327515,0.7811810970306396,0.9257577657699585,0.0010000000474974513
1,0.7808344960212708,0.8738327622413635,0.7985787987709045,0.7303850054740906,0.0010000000474974513
2,0.7994608283042908,0.746737539768219,0.8064199686050415,0.6790808439254761,0.0010000000474974513
3,0.8058942556381226,0.6896598935127258,0.8140161633491516,0.6398093104362488,0.0010000000474974513
4,0.8119600415229797,0.6503975987434387,0.8145062327384949,0.6211063861846924,0.0010000000474974513
5,0.8150236010551453,0.6247897744178772,0.8125459551811218,0.625781238079071,0.0010000000474974513
6,0.819741427898407,0.5907763838768005,0.8132810592651367,0.6193498373031616,0.0010000000474974513
7,0.8229888081550598,0.5665503144264221,0.8115658164024353,0.6130359768867493,0.0010000000474974513
8,0.8258684873580933,0.5534819960594177,0.8110756874084473,0.624006450176239,0.0010000000474974513
9,0.8273389935493469,0.5293365120887756,0.8113207817077637,0.6474342942237854,0.0010000000474974513
