,precision,recall,f1-score,support
1 sao,0.8899835796387521,0.6275569278270938,0.7360796740606609,2591.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.3580301685891748,0.9550295857988166,0.5208131655372701,845.0
accuracy,0.5961774074981622,0.5961774074981622,0.5961774074981622,0.5961774074981622
macro avg,0.2496027496455854,0.3165173027251821,0.2513785679195862,4081.0
weighted avg,0.6391773945851162,0.5961774074981622,0.5751701936707095,4081.0
