,precision,recall,f1-score,support
1 sao,0.8548057259713702,0.9683397683397683,0.9080376538740044,2590.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.6657940663176265,0.9029585798816568,0.766449020592667,845.0
accuracy,0.8017156862745098,0.8017156862745098,0.8017156862745098,0.8017156862745098
macro avg,0.3041199584577993,0.37425966964428503,0.3348973348933343,4080.0
weighted avg,0.6805252000745694,0.8017156862745098,0.7351634671408027,4080.0
