epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5274476408958435,2.083467721939087,0.6348039507865906,1.5423167943954468,0.0010000000474974513
1,0.6086263656616211,1.4724818468093872,0.635049045085907,1.2593785524368286,0.0010000000474974513
2,0.6243720054626465,1.2414212226867676,0.636274516582489,1.162213921546936,0.0010000000474974513
3,0.6510231494903564,1.1334511041641235,0.6607843041419983,1.0723425149917603,0.0010000000474974513
4,0.6884573101997375,1.02616548538208,0.49117645621299744,1.1553086042404175,0.0010000000474974513
5,0.6256586313247681,1.1189552545547485,0.6352941393852234,1.0757502317428589,0.0010000000474974513
6,0.655250608921051,1.073165774345398,0.6948529481887817,1.029945731163025,0.0005000000237487257
7,0.6956868171691895,1.0023268461227417,0.5781862735748291,1.0719857215881348,0.0005000000237487257
8,0.6801249980926514,1.0152050256729126,0.6551470756530762,1.042769193649292,0.0005000000237487257
9,0.6925621628761292,1.010032057762146,0.7504901885986328,0.8656996488571167,0.0002500000118743628
