,precision,recall,f1-score,support
1 sao,0.7709412123058178,0.9772200772200772,0.8619104375957772,2590.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.6662484316185696,0.6284023668639053,0.6467722289890377,845.0
accuracy,0.7504901960784314,0.7504901960784314,0.7504901960784314,0.7504901960784314
macro avg,0.2874379287848775,0.32112448881679645,0.301736533316963,4080.0
weighted avg,0.6273817805367057,0.7504901960784314,0.6810957271737255,4080.0
