,precision,recall,f1-score,support
1 sao,0.870625662778367,0.9505982246236974,0.9088560885608856,2591.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,166.0
4 sao,0.0,0.0,0.0,238.0
5 sao,0.6309904153354633,0.9349112426035503,0.7534573199809251,845.0
accuracy,0.797108551825533,0.797108551825533,0.797108551825533,0.797108551825533
macro avg,0.3003232156227661,0.37710189344544953,0.33246268170836213,4081.0
weighted avg,0.6834055361963283,0.797108551825533,0.7330354228976076,4081.0
