,precision,recall,f1-score,support
1 sao,0.8357089272318079,0.8602316602316602,0.84779299847793,2590.0
2 sao,0.0,0.0,0.0,241.0
3 sao,0.0,0.0,0.0,165.0
4 sao,0.0,0.0,0.0,239.0
5 sao,0.49363507779349364,0.8260355029585799,0.6179725542275343,845.0
accuracy,0.717156862745098,0.717156862745098,0.717156862745098,0.717156862745098
macro avg,0.26586880100506033,0.33725343263804797,0.29315311054109283,4080.0
weighted avg,0.6327470005553639,0.717156862745098,0.6661692829363003,4080.0
