epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5035535097122192,2.301201105117798,0.635049045085907,1.6095951795578003,0.0010000000474974513
1,0.5827104449272156,1.5563430786132812,0.635049045085907,1.2857800722122192,0.0010000000474974513
2,0.6314176917076111,1.2553956508636475,0.6512255072593689,1.1438415050506592,0.0010000000474974513
3,0.6326430439949036,1.1697736978530884,0.635049045085907,1.132096290588379,0.0010000000474974513
4,0.6349099278450012,1.1383793354034424,0.635049045085907,1.0986522436141968,0.0010000000474974513
5,0.6499203443527222,1.0869747400283813,0.5259804129600525,1.0897246599197388,0.0010000000474974513
6,0.6838622689247131,1.0253721475601196,0.7171568870544434,0.9251168370246887,0.0010000000474974513
7,0.630866289138794,1.0933387279510498,0.6512255072593689,1.0721204280853271,0.0010000000474974513
8,0.649368941783905,1.0750420093536377,0.6348039507865906,1.1063621044158936,0.0010000000474974513
9,0.6349712014198303,1.120841145515442,0.6348039507865906,1.0797854661941528,0.0005000000237487257
